exercise_id,muscle_id,role,source_ids
POGO_JUMP,QUADRICEPS,SECONDARY,SRC_CURATED_V1
SINGLE_LEG_HOP,QUADRICEPS,PRIMARY,SRC_CURATED_V1
SINGLE_LEG_HOP,GLUTES,SECONDARY,SRC_CURATED_V1
SINGLE_LEG_HOP,CALVES,SECONDARY,SRC_CURATED_V1
LATERAL_BOUND,GLUTES,PRIMARY,SRC_CURATED_V1
LATERAL_BOUND,ABDUCTORS,SECONDARY,SRC_CURATED_V1
LATERAL_BOUND,ADDUCTORS,SECONDARY,SRC_CURATED_V1
LATERAL_BOUND,QUADRICEPS,SECONDARY,SRC_CURATED_V1
LATERAL_BOUND,CALVES,SECONDARY,SRC_CURATED_V1
SKATER_JUMP,GLUTES,PRIMARY,SRC_CURATED_V1
SKATER_JUMP,QUADRICEPS,SECONDARY,SRC_CURATED_V1
SKATER_JUMP,ABDUCTORS,SECONDARY,SRC_CURATED_V1
SKATER_JUMP,CALVES,SECONDARY,SRC_CURATED_V1
BOUNDING,GLUTES,PRIMARY,SRC_CURATED_V1
BOUNDING,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
BOUNDING,QUADRICEPS,SECONDARY,SRC_CURATED_V1
BOUNDING,CALVES,SECONDARY,SRC_CURATED_V1
10_M_ACCELERATION_SPRINT,FULL_BODY,PRIMARY,SRC_CURATED_V1
20_M_ACCELERATION_SPRINT,FULL_BODY,PRIMARY,SRC_CURATED_V1
FLYING_SPRINT,FULL_BODY,PRIMARY,SRC_CURATED_V1
HILL_SPRINT,FULL_BODY,PRIMARY,SRC_CURATED_V1
HILL_SPRINT,GLUTES,SECONDARY,SRC_CURATED_V1
HILL_SPRINT,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
HILL_SPRINT,CALVES,SECONDARY,SRC_CURATED_V1
SHUTTLE_SPRINT,FULL_BODY,PRIMARY,SRC_CURATED_V1
5_10_5_SHUTTLE,FULL_BODY,PRIMARY,SRC_CURATED_V1
T_DRILL,FULL_BODY,PRIMARY,SRC_CURATED_V1
L_DRILL,FULL_BODY,PRIMARY,SRC_CURATED_V1
LATERAL_SHUFFLE_DRILL,GLUTES,PRIMARY,SRC_CURATED_V1
LATERAL_SHUFFLE_DRILL,QUADRICEPS,SECONDARY,SRC_CURATED_V1
LATERAL_SHUFFLE_DRILL,CALVES,SECONDARY,SRC_CURATED_V1
AGILITY_LADDER_IN_IN_OUT_OUT,FULL_BODY,PRIMARY,SRC_CURATED_V1
OUTDOOR_WALKING,FULL_BODY,PRIMARY,SRC_CURATED_V1
TREADMILL_WALKING,FULL_BODY,PRIMARY,SRC_CURATED_V1
INCLINE_TREADMILL_WALKING,GLUTES,PRIMARY,SRC_CURATED_V1
INCLINE_TREADMILL_WALKING,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
INCLINE_TREADMILL_WALKING,CALVES,SECONDARY,SRC_CURATED_V1
OUTDOOR_RUNNING,FULL_BODY,PRIMARY,SRC_CURATED_V1
TREADMILL_RUNNING,FULL_BODY,PRIMARY,SRC_CURATED_V1
STATIONARY_CYCLING,QUADRICEPS,PRIMARY,SRC_CURATED_V1
STATIONARY_CYCLING,GLUTES,SECONDARY,SRC_CURATED_V1
STATIONARY_CYCLING,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
STATIONARY_CYCLING,CALVES,SECONDARY,SRC_CURATED_V1
AIR_BIKE,FULL_BODY,PRIMARY,SRC_CURATED_V1
AIR_BIKE,QUADRICEPS,SECONDARY,SRC_CURATED_V1
AIR_BIKE,SHOULDERS,SECONDARY,SRC_CURATED_V1
AIR_BIKE,BACK,SECONDARY,SRC_CURATED_V1
ROWING_ERGOMETER,FULL_BODY,PRIMARY,SRC_CURATED_V1
ROWING_ERGOMETER,BACK,SECONDARY,SRC_CURATED_V1
ROWING_ERGOMETER,QUADRICEPS,SECONDARY,SRC_CURATED_V1
ROWING_ERGOMETER,GLUTES,SECONDARY,SRC_CURATED_V1
ROWING_ERGOMETER,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
SKI_ERGOMETER,FULL_BODY,PRIMARY,SRC_CURATED_V1
SKI_ERGOMETER,BACK,SECONDARY,SRC_CURATED_V1
SKI_ERGOMETER,SHOULDERS,SECONDARY,SRC_CURATED_V1
SKI_ERGOMETER,CORE,SECONDARY,SRC_CURATED_V1
ELLIPTICAL,FULL_BODY,PRIMARY,SRC_CURATED_V1
ELLIPTICAL,QUADRICEPS,SECONDARY,SRC_CURATED_V1
ELLIPTICAL,GLUTES,SECONDARY,SRC_CURATED_V1
STAIR_CLIMBER,QUADRICEPS,PRIMARY,SRC_CURATED_V1
STAIR_CLIMBER,GLUTES,SECONDARY,SRC_CURATED_V1
STAIR_CLIMBER,CALVES,SECONDARY,SRC_CURATED_V1
JUMP_ROPE,CALVES,PRIMARY,SRC_CURATED_V1
JUMP_ROPE,SHOULDERS,SECONDARY,SRC_CURATED_V1
JUMP_ROPE,FOREARMS,SECONDARY,SRC_CURATED_V1
JUMP_ROPE,CORE,SECONDARY,SRC_CURATED_V1
SWIMMING_FREESTYLE,FULL_BODY,PRIMARY,SRC_CURATED_V1
SWIMMING_FREESTYLE,BACK,SECONDARY,SRC_CURATED_V1
SWIMMING_FREESTYLE,SHOULDERS,SECONDARY,SRC_CURATED_V1
SWIMMING_FREESTYLE,CORE,SECONDARY,SRC_CURATED_V1
SWIMMING_BREASTSTROKE,FULL_BODY,PRIMARY,SRC_CURATED_V1
SWIMMING_BREASTSTROKE,CHEST,SECONDARY,SRC_CURATED_V1
SWIMMING_BREASTSTROKE,BACK,SECONDARY,SRC_CURATED_V1
SWIMMING_BREASTSTROKE,GLUTES,SECONDARY,SRC_CURATED_V1
SLED_PUSH,QUADRICEPS,PRIMARY,SRC_CURATED_V1
SLED_PUSH,GLUTES,SECONDARY,SRC_CURATED_V1
SLED_PUSH,CALVES,SECONDARY,SRC_CURATED_V1
SLED_PUSH,CORE,SECONDARY,SRC_CURATED_V1
SLED_PUSH,SHOULDERS,SECONDARY,SRC_CURATED_V1
SLED_DRAG,QUADRICEPS,PRIMARY,SRC_CURATED_V1
SLED_DRAG,GLUTES,SECONDARY,SRC_CURATED_V1
SLED_DRAG,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
SLED_DRAG,BACK,SECONDARY,SRC_CURATED_V1
BATTLE_ROPE_ALTERNATING_WAVES,SHOULDERS,PRIMARY,SRC_CURATED_V1
BATTLE_ROPE_ALTERNATING_WAVES,CORE,SECONDARY,SRC_CURATED_V1
BATTLE_ROPE_ALTERNATING_WAVES,FOREARMS,SECONDARY,SRC_CURATED_V1
BATTLE_ROPE_SLAMS,SHOULDERS,PRIMARY,SRC_CURATED_V1
BATTLE_ROPE_SLAMS,CORE,SECONDARY,SRC_CURATED_V1
BATTLE_ROPE_SLAMS,BACK,SECONDARY,SRC_CURATED_V1
BURPEE,FULL_BODY,PRIMARY,SRC_CURATED_V1
BURPEE,CHEST,SECONDARY,SRC_CURATED_V1
BURPEE,SHOULDERS,SECONDARY,SRC_CURATED_V1
BURPEE,TRICEPS,SECONDARY,SRC_CURATED_V1
BURPEE,QUADRICEPS,SECONDARY,SRC_CURATED_V1
BURPEE,CORE,SECONDARY,SRC_CURATED_V1
DUMBBELL_THRUSTER,FULL_BODY,PRIMARY,SRC_CURATED_V1
DUMBBELL_THRUSTER,QUADRICEPS,SECONDARY,SRC_CURATED_V1
DUMBBELL_THRUSTER,GLUTES,SECONDARY,SRC_CURATED_V1
DUMBBELL_THRUSTER,SHOULDERS,SECONDARY,SRC_CURATED_V1
DUMBBELL_THRUSTER,TRICEPS,SECONDARY,SRC_CURATED_V1
BARBELL_THRUSTER,FULL_BODY,PRIMARY,SRC_CURATED_V1
BARBELL_THRUSTER,QUADRICEPS,SECONDARY,SRC_CURATED_V1
BARBELL_THRUSTER,GLUTES,SECONDARY,SRC_CURATED_V1
BARBELL_THRUSTER,SHOULDERS,SECONDARY,SRC_CURATED_V1
BARBELL_THRUSTER,TRICEPS,SECONDARY,SRC_CURATED_V1
90_90_HIP_SWITCH,GLUTES,PRIMARY,SRC_CURATED_V1
90_90_HIP_SWITCH,HIP_FLEXORS,SECONDARY,SRC_CURATED_V1
90_90_HIP_SWITCH,ADDUCTORS,SECONDARY,SRC_CURATED_V1
WORLD_S_GREATEST_STRETCH,FULL_BODY,PRIMARY,SRC_CURATED_V1
WORLD_S_GREATEST_STRETCH,GLUTES,SECONDARY,SRC_CURATED_V1
WORLD_S_GREATEST_STRETCH,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
WORLD_S_GREATEST_STRETCH,HIP_FLEXORS,SECONDARY,SRC_CURATED_V1
WORLD_S_GREATEST_STRETCH,BACK,SECONDARY,SRC_CURATED_V1
DEEP_SQUAT_PRY,ADDUCTORS,PRIMARY,SRC_CURATED_V1
DEEP_SQUAT_PRY,GLUTES,SECONDARY,SRC_CURATED_V1
DEEP_SQUAT_PRY,QUADRICEPS,SECONDARY,SRC_CURATED_V1
DEEP_SQUAT_PRY,CALVES,SECONDARY,SRC_CURATED_V1
ANKLE_DORSIFLEXION_ROCK,CALVES,PRIMARY,SRC_CURATED_V1
HIP_FLEXOR_STRETCH,HIP_FLEXORS,PRIMARY,SRC_CURATED_V1
HIP_FLEXOR_STRETCH,QUADRICEPS,SECONDARY,SRC_CURATED_V1
COUCH_STRETCH,HIP_FLEXORS,PRIMARY,SRC_CURATED_V1
COUCH_STRETCH,QUADRICEPS,SECONDARY,SRC_CURATED_V1
STANDING_QUAD_STRETCH,QUADRICEPS,PRIMARY,SRC_CURATED_V1
SEATED_HAMSTRING_STRETCH,HAMSTRINGS,PRIMARY,SRC_CURATED_V1
SEATED_HAMSTRING_STRETCH,CALVES,SECONDARY,SRC_CURATED_V1
SUPINE_HAMSTRING_STRETCH,HAMSTRINGS,PRIMARY,SRC_CURATED_V1
SUPINE_HAMSTRING_STRETCH,CALVES,SECONDARY,SRC_CURATED_V1
FIGURE_FOUR_GLUTE_STRETCH,GLUTES,PRIMARY,SRC_CURATED_V1
BUTTERFLY_GROIN_STRETCH,ADDUCTORS,PRIMARY,SRC_CURATED_V1
STANDING_CALF_STRETCH,CALVES,PRIMARY,SRC_CURATED_V1
DOORWAY_CHEST_STRETCH,CHEST,PRIMARY,SRC_CURATED_V1
DOORWAY_CHEST_STRETCH,SHOULDERS,SECONDARY,SRC_CURATED_V1
CROSS_BODY_SHOULDER_STRETCH,SHOULDERS,PRIMARY,SRC_CURATED_V1
LAT_STRETCH_ON_BENCH,BACK,PRIMARY,SRC_CURATED_V1
LAT_STRETCH_ON_BENCH,SHOULDERS,SECONDARY,SRC_CURATED_V1
CHILD_S_POSE,BACK,PRIMARY,SRC_CURATED_V1
CHILD_S_POSE,GLUTES,SECONDARY,SRC_CURATED_V1
CHILD_S_POSE,SHOULDERS,SECONDARY,SRC_CURATED_V1
CAT_COW,BACK,PRIMARY,SRC_CURATED_V1
CAT_COW,CORE,SECONDARY,SRC_CURATED_V1
THORACIC_ROTATION_OPEN_BOOK,BACK,PRIMARY,SRC_CURATED_V1
THORACIC_ROTATION_OPEN_BOOK,SHOULDERS,SECONDARY,SRC_CURATED_V1
THREAD_THE_NEEDLE,BACK,PRIMARY,SRC_CURATED_V1
THREAD_THE_NEEDLE,SHOULDERS,SECONDARY,SRC_CURATED_V1
FOAM_ROLL_QUADRICEPS,QUADRICEPS,PRIMARY,SRC_CURATED_V1
FOAM_ROLL_HAMSTRINGS,HAMSTRINGS,PRIMARY,SRC_CURATED_V1
FOAM_ROLL_GLUTES,GLUTES,PRIMARY,SRC_CURATED_V1
FOAM_ROLL_CALVES,CALVES,PRIMARY,SRC_CURATED_V1
FOAM_ROLL_LATS,BACK,PRIMARY,SRC_CURATED_V1
DIAPHRAGMATIC_BREATHING,CORE,PRIMARY,SRC_CURATED_V1
